Revenue,Community Wellbeing & Social Care,1700048428,06.11.2013,Funded Nursing Care Island,Provider Refunds,-439.32,THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048354,06.11.2013,Physical Disability Nursing Island,Provider Refunds,"-1,717.92",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1900754251,08.11.2013,Public Libraries Central,Purchase of Books,30.00,THE STATIONERY OFFICE LTD
Revenue,Childrens Services,1900760326,15.11.2013,Disabled Facilities Grants,Capital Grants,"2,670.60",TOMBLESON CONTRACTING
Revenue,Childrens Services,1900759817,13.11.2013,Disabled Facilities Grants,Capital Grants,"6,777.09",TOMBLESON CONTRACTING
Revenue,Corporate,1900753984,06.11.2013,Balance Sheet,Transport Benevolent Fund Pay Deductions,39.15,TRANSPORT BENEVOLENT FUND
Revenue,Corporate,1900759746,13.11.2013,Balance Sheet,Transport Benevolent Fund Pay Deductions,39.15,TRANSPORT BENEVOLENT FUND
Revenue,Resources,1900759746,13.11.2013,Payroll,Admin Fee Income,-1.95,TRANSPORT BENEVOLENT FUND
Revenue,Resources,1900753984,06.11.2013,Payroll,Admin Fee Income,-1.96,TRANSPORT BENEVOLENT FUND
Revenue,Corporate,1900753985,08.11.2013,Balance Sheet,Unison Ancilliary Pay Deductions,5.70,UNISON
Revenue,Corporate,1900753968,06.11.2013,Balance Sheet,Unison Subs Pay Deductions,"8,442.65",UNISON
Revenue,Corporate,1900753986,06.11.2013,Balance Sheet,Unison Subs Pay Deductions,"8,353.35",UNISON
Revenue,Resources,1900753968,06.11.2013,Payroll,Admin Fee Income,-422.13,UNISON
Revenue,Resources,1900753986,06.11.2013,Payroll,Admin Fee Income,-417.67,UNISON
Revenue,Childrens Services,1700048577,29.11.2013,Support for Looked After Children,Support Children,-40.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,1900765429,22.11.2013,Elderly Mentally Ill Nursing Island,Charges from Independent Providers,19.04,VECTA HOUSE CARE HOME
Revenue,Childrens Services,1900765624,22.11.2013,Adelaide & Gouldings Fixtures & Fittings,Capital Grants,"15,874.00",VECTA HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048515,22.11.2013,Funded Nursing Care Island,Provider Refunds,-643.29,VECTA HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048430,06.11.2013,Funded Nursing Care Island,Provider Refunds,-423.63,VECTA HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1900760394,22.11.2013,Physical Disability Nursing Island,Charges from Independent Providers,19.84,VECTA HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048383,06.11.2013,Elderly Frail Residential Care,Provider Refunds,-173.85,VENETIAN HEALTHCARE LTD
Revenue,Community Wellbeing & Social Care,1700048337,06.11.2013,Elderly Frail Residential Care,Provider Refunds,"-1,043.10",VENETIAN HEALTHCARE LTD
Revenue,Resources,1900766093,27.11.2013,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900766094,27.11.2013,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900766089,27.11.2013,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900766090,27.11.2013,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900766091,27.11.2013,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900766092,27.11.2013,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900760521,20.11.2013,Telephones,Fixed Telephones,44.37,VERIZON UK LTD
Revenue,Resources,1900765881,27.11.2013,Telephones,Fixed Telephones,401.41,VIRGIN MEDIA PAYMENTS LTD
Revenue,Community Wellbeing & Social Care,1900760475,20.11.2013,Adult Social Care County Hall office costs,Mobile Telecoms,429.66,VODAFONE LTD (PAGING)
Revenue,Childrens Services,1900765394,22.11.2013,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,1900754221,06.11.2013,Public Libraries Central,Purchase of Books,290.80,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900754218,06.11.2013,Public Libraries Central,Music and Video,44.80,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900754219,06.11.2013,Public Libraries Central,Music and Video,99.20,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900754220,06.11.2013,Public Libraries Central,Music and Video,496.80,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900754222,06.11.2013,Public Libraries Central,Music and Video,41.60,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900754223,06.11.2013,Public Libraries Central,Music and Video,413.70,W F HOWES LTD
Revenue,Childrens Services,1900765403,22.11.2013,In-house Fostering,Boarding Out Allowances,363.58,REDACTED PERSONAL DATA
Revenue,Childrens Services,1900759671,08.11.2013,Disabled Facilities Grants,Capital Grants,"6,823.00",W H BRADING & SON LTD
Revenue,Childrens Services,1900765620,22.11.2013,Disabled Facilities Grants,Capital Grants,"10,571.00",W H BRADING & SON LTD
Revenue,Childrens Services,1900766427,29.11.2013,Disabled Facilities Grants,Capital Grants,"5,804.00",W H BRADING & SON LTD
Revenue,Childrens Services,1900765410,22.11.2013,Children placed with Family & Friends,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,1900754235,08.11.2013,Prison Library Service,Purchase of Books,93.53,W&G FOYLE LTD
Revenue,Childrens Services,1900759831,13.11.2013,Adelaide & Gouldings Fixtures & Fittings,Capital Grants,"23,136.00",WARD HOUSE LTD
Revenue,Community Wellbeing & Social Care,1900765431,22.11.2013,REDACTED PERSONAL DATA,Order Settlement,621.81,WAXHAM HOUSE
Revenue,Economy & Environment,1900754273,08.11.2013,"Car Park - Moa Place, Freshwater",Off Street Parking Income,976.01,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Postage,15.60,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,Postage,16.80,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Public Transport Fares,19.00,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Fixtures and Fittings,3.32,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,Consumable Cleaning Materials,8.33,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Grounds Maintenance,25.00,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Travel Expenses,4.74,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Furniture and Fittings,20.78,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,General Educational Materials,23.73,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,General Educational Materials,11.18,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,General Educational Materials,2.91,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,General Educational Materials,7.35,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Catering Purchases,1.46,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,Catering Purchases,3.73,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,Catering Purchases,60.30,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Catering Purchases,169.74,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,Client Expenses,39.39,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900765864,27.11.2013,Westminster House,Client Expenses,10.55,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Client Expenses,31.50,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900759816,13.11.2013,Westminster House,Client Expenses,47.09,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1700048416,13.11.2013,Elderly Frail Homecare,Provider Refunds,-21.78,WIGHT HOME CARE
Revenue,Economy & Environment,1900754209,06.11.2013,Medina Theatre,Order Settlement,"2,397.00",WIGHT STARS CIC
Revenue,Childrens Services,1900766043,27.11.2013,Leaving Care Costs,Payments to/Aid Provided to Clients,0.04,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900766066,27.11.2013,Support for Looked After Children,Support Children,20.26,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900766066,27.11.2013,Support for Looked After Children,Support Children,7.73,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760518,20.11.2013,Support for Looked After Children,Support Children,31.75,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760518,20.11.2013,Support for Looked After Children,Support Children,1.72,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760519,20.11.2013,Support for Looked After Children,Support Children,34.62,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760520,20.11.2013,Support for Looked After Children,Support Children,29.00,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760520,20.11.2013,Support for Looked After Children,Support Children,3.87,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760513,20.11.2013,Support for Looked After Children,Support Children,6.98,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900760513,20.11.2013,Support for Looked After Children,Support Children,1.87,WM MORRISON SUPERMARKETS PLC
Revenue,Community Wellbeing & Social Care,1900765434,22.11.2013,Elderly Frail Nursing Island,Charges from Independent Providers,"2,690.91",WOODSIDE HALL NURSING HOME
Revenue,Community Wellbeing & Social Care,1700048345,06.11.2013,Elderly Frail Nursing Island,Provider Refunds,"-1,431.60",WOODSIDE HALL NURSING HOME
Revenue,Community Wellbeing & Social Care,1700048530,22.11.2013,Elderly Frail Nursing Island,Provider Refunds,-92.79,WOODSIDE HALL NURSING HOME
Revenue,Community Wellbeing & Social Care,1900765453,22.11.2013,Elderly Frail Nursing Island,Provider Refunds,"1,336.08",WOODSIDE HALL NURSING HOME
Revenue,Community Wellbeing & Social Care,1700048518,20.11.2013,Funded Nursing Care Island,Provider Refunds,-423.63,WOODSIDE HALL NURSING HOME
Revenue,Childrens Services,1900759668,08.11.2013,Schools Supply Insurance Scheme,Order Settlement,149.88,WOOTTON PRIMARY SCHOOL
Revenue,Resources,1900765950,27.11.2013,Telephones,Fixed Telephones,231.98,XLN TELECOM LTD
Revenue,Childrens Services,1900760512,20.11.2013,Youth Offending Team,Cleaning Contracts,55.00,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900760512,20.11.2013,Youth Offending Team,Consumable Cleaning Materials,4.00,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900760512,20.11.2013,Youth Offending Team,Public Transport Fares,15.00,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900760512,20.11.2013,Youth Offending Team,Stationery,26.67,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900760512,20.11.2013,Youth Offending Team,Postage,63.90,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900760512,20.11.2013,Youth Offending Team,Payments to Voluntary and Other Associations,55.00,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900753945,06.11.2013,Central & West Provision,General Materials,1.92,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Central & West Provision,General Materials,2.92,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Central & West Provision,Catering Purchases,2.59,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Central & West Provision,Catering Purchases,5.93,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Central & West Provision,Catering Purchases,5.89,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Youth & Community Service,Vehicle Maintenance Costs,2.91,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth & Community Service,General Materials,8.15,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth & Community Service,Operational Equipment,4.99,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth & Community Service,Operational Equipment,1.25,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Youth Projects,Stationery,2.48,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth- Sandown/Lake,Security of Buildings,2.92,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth- West Wight,General Materials,12.51,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth- Central Administration,General Materials,2.99,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Youth- Central Administration,General Materials,11.38,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Targeted Youth Support,Operational Equipment,3.98,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Targeted Youth Support,Operational Equipment,23.03,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Youth- Ventnor,Security of Buildings,18.21,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,South Provision,Consumable Cleaning Materials,12.00,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth - Duke of Edinburgh Award,General Materials,6.10,YOUTH SERVICE
Revenue,Childrens Services,1900753945,06.11.2013,Youth - Duke of Edinburgh Award,General Materials,1.58,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Youth- Ventnor,General Materials,4.75,YOUTH SERVICE
Revenue,Childrens Services,1900765607,22.11.2013,Mobile Youth Provision,General Materials,20.00,YOUTH SERVICE
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,45.12,MR GEOFFREY LUMLEY CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,45.12,MR REGINALD BARRY CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MR PAUL FULLER JP CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,63.17,MR JOHN HOWE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,45.12,MR ROBERT RICHARDS CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MR IAN STEPHENS CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,63.17,MR JONATHAN BACON CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MRS LORA PEACEY-WILCOX  CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,27.07,MR JOHN HOBART CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MR IAN WARD CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,36.10,MR RODNEY DOWNER CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,27.07,MR RICHARD HOLLIS CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,27.07,MR WAYNE WHITTLE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,45.12,MR DAVID STEWART CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MR IVOR WARLOW CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MS JULIA HILL CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MRS LUISA HILLARD CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,36.10,MR ALAN HOLLANDS CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,63.17,MR JOHN MEDLAND CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,27.07,MR PAUL BERTIE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,27.07,MR JOHN NICHOLSON CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,45.12,MR BRIAN CHAPMAN CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,18.05,MR MATTHEW PRICE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,36.10,MR DAVID ECCLES CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,36.10,MR GRAHAM PERKS CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,18.05,MR ROBERT SEELY CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MR DARYLL PITCHER CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,63.17,MR JONATHAN GILBEY CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,63.17,MR RICHARD PRIEST CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,63.17,MR STEPHEN STUBBINGS CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,-19.80,MR CHRISTOPHER WHITEHOUSE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,-36.10,MR CHRISTOPHER WHITEHOUSE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,-29.11,MR CHRISTOPHER WHITEHOUSE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,-36.10,MR CHRISTOPHER WHITEHOUSE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,-36.10,MR CHRISTOPHER WHITEHOUSE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,-36.10,MR CHRISTOPHER WHITEHOUSE CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,54.15,MR ROGER WHITBY-SMITH CC
Revenue,Resources,Payroll,29.11.2013,Democratic Representation & Management,Members On Island Travel,45.12,MRS SHIRLEY SMART CC
